0.36,0.08
0.65,0.1
0.93,0.13
1.23,0.14
1.53,0.12
1.81,0.13
2.11,0.13
2.4,0.14
2.69,0.15
2.97,0.17
3.27,0.17
3.55,0.19
3.84,0.23
4.11,0.24
4.41,0.26
4.69,0.26
4.98,0.23
5.26,0.23
5.56,0.24
5.84,0.26
6.12,0.25
6.4,0.27
6.69,0.29
6.95,0.3
7.23,0.32
7.51,0.38
7.81,0.4
8.1,0.42
8.36,0.42
8.66,0.46
8.95,0.49
9.21,0.51
9.5,0.48
9.77,0.44
10.05,0.42
10.34,0.41
10.61,0.41
10.89,0.46
11.17,0.48
11.43,0.5
11.73,0.54
12,0.54
12.3,0.57
12.56,0.61
12.84,0.66
13.11,0.72
13.39,0.78
13.69,0.83
13.97,0.84
14.25,0.83
14.5,0.77
14.8,0.7
15.06,0.65
15.33,0.6
15.62,0.6
15.91,0.62
16.17,0.65
16.45,0.69
16.73,0.72
17,0.77
17.28,0.83
17.55,0.89
17.84,1
18.11,1.07
18.39,1.16
18.67,1.18
18.95,1.16
19.23,1.08
19.48,1
19.77,0.92
20.04,0.85
20.31,0.82
20.59,0.81
20.88,0.82
21.15,0.85
21.42,0.93
21.72,0.97
21.96,1.03
22.26,1.07
22.52,1.16
22.8,1.24
23.05,1.33
23.36,1.41
23.62,1.46
23.89,1.44
24.17,1.39
24.45,1.32
24.72,1.23
24.99,1.16
25.27,1.1
25.54,1.04
25.83,1.05
26.08,1.07
26.37,1.1
26.64,1.15
26.94,1.21
27.2,1.29
27.45,1.31
27.75,1.47
28.02,1.65
28.29,1.68
28.56,1.72
28.81,1.69
29.09,1.66
29.36,1.58
29.67,1.5
29.91,1.43
30.21,1.38
30.46,1.34
30.64,1.32
