0.3,0.12
0.59,0.14
0.87,0.13
1.17,0.16
1.45,0.12
1.71,0.12
2.01,0.15
2.28,0.23
2.57,0.18
2.86,0.18
3.14,0.2
3.42,0.28
3.69,0.25
3.99,0.24
4.26,0.23
4.53,0.21
4.8,0.25
5.08,0.21
5.37,0.21
5.66,0.24
5.93,0.28
6.2,0.29
6.46,0.32
6.73,0.4
7.05,0.47
7.32,0.54
7.57,0.63
7.86,0.72
8.15,0.78
8.43,0.71
8.7,0.56
8.98,0.46
9.25,0.38
9.53,0.35
9.81,0.34
10.08,0.39
10.35,0.43
10.63,0.48
10.91,0.55
11.17,0.64
11.46,0.74
11.73,0.84
12,0.98
12.3,1.13
12.58,1.31
12.86,1.44
13.11,1.44
13.39,1.21
13.67,0.96
13.93,0.79
14.21,0.64
14.5,0.59
14.76,0.56
15.04,0.62
15.32,0.63
15.6,0.74
15.87,0.84
16.14,0.98
16.43,1.18
16.69,1.35
16.96,1.62
17.24,1.83
17.54,2.15
17.8,2.18
18.09,2.17
18.35,1.82
18.61,1.51
18.89,1.21
19.15,1
19.46,0.88
19.71,0.84
20,0.83
20.25,0.92
20.54,1.05
20.82,1.15
21.11,1.37
21.36,1.57
21.63,1.85
21.92,2.06
22.17,2.37
22.45,2.58
22.72,2.69
23,2.61
23.28,2.41
23.55,2.13
23.84,1.78
24.09,1.52
24.36,1.36
24.63,1.24
24.91,1.2
25.17,1.23
25.44,1.31
25.72,1.46
26.01,1.62
26.27,1.86
26.52,2.1
26.8,2.4
27.09,2.69
27.36,2.96
27.63,3.04
27.92,3.04
28.18,2.96
28.45,2.71
28.71,2.44
28.97,2.17
29.25,1.97
29.52,1.81
29.79,1.7
30.06,1.69
30.33,1.75
30.6,1.81
30.64,1.95
