0.02,0.14
0.03,0.14
0.15,0.1
0.42,0.14
0.72,0.11
0.99,0.18
1.29,0.2
1.58,0.24
1.83,0.29
2.11,0.34
2.41,0.39
2.69,0.38
2.97,0.34
3.24,0.31
3.51,0.3
3.8,0.27
4.09,0.27
4.36,0.29
4.64,0.32
4.92,0.35
5.2,0.41
5.47,0.48
5.76,0.56
6.02,0.68
6.3,0.79
6.57,0.97
6.85,1.11
7.13,1.25
7.41,1.17
7.68,0.89
7.95,0.63
8.24,0.52
8.51,0.45
8.79,0.44
9.06,0.47
9.33,0.53
9.6,0.62
9.87,0.77
10.17,0.93
10.42,1.12
10.71,1.33
10.98,1.6
11.25,1.89
11.53,2.19
11.84,2.44
12.09,2.49
12.36,2.13
12.64,1.58
12.92,1.19
13.2,0.92
13.47,0.76
13.73,0.73
14.01,0.77
14.29,0.86
14.56,1.03
14.84,1.25
15.14,1.52
15.38,1.83
15.66,2.15
15.95,2.62
16.23,3.06
16.49,3.5
16.75,3.79
17.02,3.69
17.3,3.21
17.58,2.62
17.85,2.03
18.13,1.55
18.39,1.28
18.66,1.15
18.93,1.15
19.21,1.25
19.52,1.46
19.77,1.71
20.06,2.08
20.31,2.47
20.58,2.92
20.85,3.4
21.14,3.92
21.4,4.39
21.69,4.64
21.96,4.57
22.21,4.22
22.5,3.68
22.77,3.04
23.05,2.51
23.31,2.13
23.58,1.88
23.85,1.78
24.12,1.8
24.39,1.92
24.67,2.15
24.93,2.47
25.22,2.87
25.47,3.35
25.75,3.9
26.03,4.45
26.3,4.93
26.58,5.29
26.85,5.35
27.13,5.19
27.37,4.77
27.66,4.21
27.93,3.69
28.2,3.21
28.47,2.89
28.74,2.67
29.04,2.58
29.29,2.61
29.55,2.77
29.82,3.04
30.09,3.39
30.38,3.83
30.63,4.33
30.64,4.88
