0.1,0.2
0.3,0.2
0.6,0.23
0.9,0.21
1.2,0.21
1.4,0.23
1.7,0.23
2,0.24
2.3,0.24
2.7,0.26
2.9,0.24
3.3,0.26
3.5,0.26
3.8,0.26
4.1,0.26
4.4,0.26
4.7,0.26
5,0.26
5.3,0.26
5.6,0.26
5.9,0.26
6.1,0.24
6.5,0.26
6.8,0.26
7.1,0.26
7.3,0.26
7.6,0.27
7.9,0.26
8.2,0.24
8.5,0.26
8.8,0.27
9.1,0.26
9.4,0.32
9.7,0.42
9.9,0.54
10.2,0.66
10.5,0.77
10.8,0.85
11.1,0.93
11.4,0.99
11.7,1.06
12,1.14
12.3,1.19
12.6,1.27
12.9,1.32
13.1,1.44
13.5,1.44
13.8,1.56
14.1,1.57
14.4,1.6
14.7,1.68
14.9,1.71
15.2,1.77
15.5,1.81
15.8,1.89
16,1.97
16.4,2
16.7,2.04
17,2.1
17.3,2.13
17.5,2.16
17.8,2.17
18.1,2.08
18.3,1.94
18.7,1.8
19,1.65
19.3,1.49
19.5,1.32
19.8,1.14
20.1,0.99
20.4,0.84
20.7,0.7
21,0.57
21.3,0.48
21.5,0.36
21.9,0.28
22.1,0.2
22.4,0.15
22.7,0.09
23,0.07
23.3,0.06
23.5,0.03
23.9,0
24.1,0
24.4,-0.01
24.7,-0.03
25,-0.03
25.3,-0.03
25.6,-0.04
25.9,-0.03
26.2,0.04
26.5,0.2
26.8,0.57
27.1,0.9
27.3,1.13
27.6,1.33
27.9,1.51
28.2,1.7
28.5,1.91
28.8,2.1
29,2.28
29.4,2.42
29.6,2.6
29.9,2.71
30.2,2.85
30.5,2.97
30.8,3.1
31.1,3.21
31.3,3.3
31.7,3.39
31.9,3.52
32.2,3.65
32.5,3.73
32.8,3.84
33.1,3.9
33.3,4.02
33.7,4.08
33.9,4.14
34.2,4.25
34.4,4.28
34.8,4.26
35,4.25
35.3,4.18
35.6,3.99
35.9,3.83
36.3,3.66
36.5,3.51
36.7,3.38
37.1,3.15
37.3,2.96
37.6,2.75
37.9,2.54
38.2,2.35
38.5,2.17
38.8,2
39,1.81
39.4,1.67
39.6,1.44
40,1.26
40.2,1.09
40.5,0.96
40.8,0.77
41.1,0.57
41.3,0.43
41.6,0.32
41.9,0.15
42.2,0.03
42.5,-0.03
42.8,-0.04
43,0.01
43.3,0.14
43.6,0.33
43.9,0.42
44.2,0.49
44.5,0.58
44.7,0.72
45,1.05
45.3,1.11
45.5,1.3
45.9,1.46
46.2,1.64
46.4,1.8
46.7,1.97
47,2.15
47.3,2.35
47.5,2.48
47.9,2.65
48.2,2.88
48.4,3.06
48.7,3.24
48.9,3.4
49.2,3.65
49.6,3.79
49.8,3.98
50.1,4.14
50.4,4.32
50.7,4.56
50.9,4.74
51.3,4.91
51.5,5.04
51.8,5.16
52.1,5.22
52.4,5.31
52.7,5.31
52.9,5.34
53.2,5.36
53.5,5.36
53.8,5.37
54.1,5.29
54.3,5.21
54.6,5.13
54.9,5.04
55.1,4.95
55.5,4.8
55.7,4.7
56,4.56
56.3,4.44
56.6,4.28
56.8,4.11
57.1,3.94
57.4,3.79
57.6,3.6
58,3.42
58.3,3.25
58.6,3.06
58.8,2.92
59.1,2.7
59.3,2.58
59.6,2.49
60,2.48
60.2,2.44
60.5,2.33
60.8,2.33
61.1,2.13
61.3,2.08
61.6,2.06
61.8,2.08
62.1,2.12
62.5,2.15
62.8,2.19
62.9,2.19
63.3,2.22
63.6,2.33
63.8,2.38
64.2,2.42
64.5,2.54
64.7,2.63
65,2.71
65.3,2.83
65.5,3
65.8,3.13
66.1,3.24
66.3,3.4
66.7,3.56
66.9,3.75
67.2,3.93
67.5,4.13
67.8,4.28
68,4.49
68.3,4.65
68.6,4.88
68.8,5.07
69.1,5.29
69.4,5.4
69.6,5.59
70,5.68
70.2,5.92
70.5,6.01
70.8,6.18
71.1,6.32
71.3,6.42
71.6,6.54
71.9,6.71
72.1,6.75
72.5,6.84
72.8,6.95
72.9,7.07
73.3,7.09
73.6,7.14
73.8,7.18
74.1,7.26
74.3,7.28
74.6,7.28
74.9,7.28
75.2,7.29
75.4,7.38
75.8,7.2
76,7.35
76.3,7.25
76.6,7.21
76.8,7.3
77.1,7.26
77.4,7.23
77.7,7.18
77.9,7.16
78.2,7.14
78.5,7.21
78.8,7.26
79.1,7.23
79.2,7.17
79.3,7.18
