0.1,-0.01
0.2,-0.04
0.5,-0.01
0.8,-0.01
1.2,0
1.4,0
1.7,0
2,-0.01
2.3,0
2.6,0.01
2.9,-0.01
3.2,0
3.5,0
3.8,0
4.1,0.01
4.3,0.03
4.7,-0.01
4.9,0
5.3,0
5.6,0.01
5.8,0
6.1,0.01
6.5,0.03
6.8,0.07
7,0
7.3,0.09
7.6,0.01
8,0.03
8.2,0.01
8.5,0.03
8.8,0.03
9.1,0.09
9.4,0.27
9.6,0.56
9.9,0.8
10.2,1.03
10.5,1.2
10.8,1.35
11.1,1.47
11.4,1.57
11.7,1.68
12,1.77
12.3,1.89
12.6,2
12.9,2.06
13.2,2.12
13.5,2.23
13.8,2.27
14.1,2.33
14.4,2.38
14.7,2.5
14.9,2.54
15.2,2.61
15.5,2.71
15.8,2.77
16.1,2.82
16.4,2.91
16.7,2.97
17,3.04
17.3,3.06
17.5,3.04
17.8,3.06
18.1,2.75
18.4,2.52
18.8,2.28
19.1,2.04
19.3,1.8
19.6,1.51
19.9,1.29
20.2,1.03
20.4,0.84
20.8,0.66
21,0.45
21.3,0.41
21.6,0.21
21.9,0.12
22.2,0.07
22.5,0.01
22.8,-0.03
23.1,0.03
23.3,-0.04
23.7,-0.03
24,-0.06
24.2,-0.09
24.5,-0.07
24.8,-0.09
25.1,-0.09
25.4,-0.07
25.7,-0.07
26,-0.04
26.3,0.1
26.5,0.58
26.8,1.02
27.1,1.38
27.4,1.64
27.7,1.94
27.9,2.19
28.3,2.48
28.5,2.73
28.8,2.97
29.2,3.18
29.4,3.35
29.7,3.57
30,3.71
30.3,3.87
30.6,4.04
30.8,4.18
31.2,4.35
31.5,4.49
31.7,4.59
32.1,4.75
32.3,4.84
32.5,5
32.9,5.1
33.1,5.24
33.5,5.31
33.7,5.45
34,5.55
34.3,5.61
34.6,5.61
34.8,5.58
35.2,5.49
35.4,5.28
35.7,5.07
36,4.86
36.3,4.68
36.6,4.44
36.9,4.2
37.2,3.94
37.5,3.66
37.7,3.39
38,3.17
38.3,2.92
38.6,2.7
38.9,2.33
39.2,2.23
39.4,2.08
39.8,1.78
40,1.54
40.3,1.33
40.6,1.11
40.9,0.9
41.2,0.7
41.4,0.49
41.7,0.33
42,0.24
42.3,0.07
42.5,0.06
42.9,0.14
43.2,0.33
43.4,0.56
43.7,0.7
44,0.82
44.3,0.93
44.6,1.06
44.9,1.32
45.1,1.56
45.4,1.84
45.7,2.07
45.9,2.29
46.3,2.52
46.6,2.71
46.8,2.96
47.1,3.19
47.4,3.42
47.7,3.66
47.9,3.88
48.3,4.08
48.6,4.37
48.8,4.59
49.1,4.82
49.3,5.05
49.6,5.28
50,5.52
50.3,5.73
50.5,5.97
50.8,6.2
51.1,6.39
51.4,6.62
51.7,6.78
51.9,6.88
52.2,6.97
52.5,7
52.8,7.04
53,7.05
53.3,7.05
53.6,7.02
53.9,7.02
54.2,6.95
54.5,6.9
54.7,6.72
55,6.71
55.3,6.5
55.6,6.41
55.9,6.24
56.2,6.09
56.4,5.91
56.7,5.75
57,5.57
57.3,5.37
57.5,5.17
57.9,4.93
58.1,4.74
58.4,4.5
58.7,4.28
58.9,4.07
59.2,3.9
59.5,3.77
59.8,3.72
60,3.67
60.4,3.58
60.6,3.5
60.9,3.36
61.2,3.3
61.4,3.3
61.7,3.36
62,3.42
62.2,3.45
62.5,3.5
62.9,3.51
63.1,3.58
63.4,3.67
63.7,3.81
63.9,3.94
64.2,4.07
64.6,4.2
64.8,4.3
65,4.49
65.4,4.68
65.7,4.86
65.9,5.1
66.2,5.29
66.5,5.52
66.7,5.78
67,6.01
67.3,6.25
67.5,6.53
67.9,6.79
68.2,7.08
68.4,7.35
68.7,7.62
68.9,7.88
69.2,8.14
69.6,8.38
69.8,8.61
70,8.84
70.4,9.03
70.6,9.27
70.9,9.46
71.2,9.66
71.4,9.82
71.7,10.01
72,10.13
72.3,10.24
72.5,10.38
72.8,10.5
73.1,10.59
73.3,10.68
73.7,10.76
73.9,10.8
74.2,10.86
74.5,10.88
74.7,10.89
75,10.88
75.3,10.86
75.5,10.86
75.8,10.83
76.1,10.83
76.4,10.86
76.7,10.86
77,10.88
77.2,10.85
77.5,10.8
77.8,10.76
78,10.76
78.3,10.81
78.6,10.85
78.8,10.88
79.1,10.89
79.2,10.85
