0.03,-0.12
0.04,-0.11
0.13,-0.12
0.42,-0.11
0.72,-0.1
1.02,-0.1
1.31,-0.09
1.58,-0.07
1.89,-0.07
2.16,-0.01
2.43,-0.04
2.73,-0.02
3.03,-0.07
3.32,-0.04
3.6,-0.06
3.89,-0.04
4.17,-0.06
4.46,-0.04
4.72,0.01
5.01,0.05
5.28,0.13
5.56,0.21
5.85,0.32
6.12,0.46
6.4,0.58
6.67,0.76
6.98,0.91
7.26,0.94
7.54,0.69
7.81,0.35
8.1,0.2
8.39,0.11
8.66,0.14
8.94,0.16
9.21,0.28
9.5,0.39
9.77,0.49
10.05,0.68
10.34,0.92
10.62,1.18
10.89,1.42
11.16,1.8
11.43,2.1
11.73,2.43
12,2.48
12.28,2.07
12.54,1.48
12.84,1.02
13.1,0.71
13.38,0.58
13.67,0.62
13.95,0.67
14.22,0.86
14.48,1.04
14.76,1.29
15.04,1.64
15.33,2.02
15.62,2.42
15.87,2.94
16.14,3.46
16.44,3.94
16.71,4.21
16.98,4.01
17.26,3.42
17.56,2.79
17.8,2.02
18.11,1.6
18.37,1.36
18.65,1.28
18.91,1.37
19.17,1.51
19.47,1.8
19.74,2.13
20.02,2.56
20.3,3.04
20.57,3.6
20.83,4.18
21.12,4.81
21.39,5.33
21.67,5.56
21.93,5.36
22.21,4.92
22.48,4.26
22.76,3.46
23.04,2.93
23.33,2.56
23.58,2.35
23.86,2.34
24.15,2.48
24.42,2.69
24.67,3.02
24.96,3.44
25.23,3.96
25.5,4.55
25.77,5.14
26.04,5.81
26.31,6.29
26.59,6.59
26.87,6.57
27.15,6.3
27.4,5.75
27.69,5.2
27.97,4.64
28.25,4.2
28.52,3.95
28.77,3.81
29.05,3.83
29.31,3.92
29.58,4.18
29.88,4.5
30.14,4.97
30.41,5.54
30.64,6.14
