0.1,-0.1
0.5,-0.07
0.7,-0.09
1.1,-0.07
1.4,-0.07
1.7,-0.07
2,-0.07
2.3,-0.07
2.6,-0.07
2.8,-0.07
3.2,-0.07
3.4,-0.07
3.8,-0.07
4.1,-0.06
4.3,-0.07
4.6,-0.07
4.9,-0.06
5.2,-0.06
5.6,-0.06
5.8,-0.06
6.1,-0.07
6.4,-0.07
6.7,-0.07
7,-0.07
7.2,-0.07
7.6,-0.07
7.9,-0.07
8.1,-0.07
8.4,-0.07
8.7,-0.06
9.1,-0.09
9.3,-0.07
9.6,-0.07
9.9,-0.07
10.2,-0.07
10.5,0
10.8,0.24
11,0.51
11.4,0.78
11.7,1
12,1.11
12.3,1.25
12.5,1.35
12.8,1.47
13.1,1.57
13.4,1.68
13.8,1.74
14,1.86
14.3,1.91
14.6,2
14.9,2.07
15.2,2.12
15.4,2.21
15.7,2.25
16,2.34
16.3,2.34
16.6,2.46
16.9,2.49
17.2,2.56
17.5,2.56
17.7,2.55
18,2.42
18.3,2.21
18.6,1.97
18.9,1.8
19.3,1.54
19.5,1.33
19.8,1.13
20.1,0.89
20.4,0.66
20.6,0.51
21,0.34
21.3,0.2
21.5,0.1
21.8,-0.03
22.1,-0.07
22.4,-0.1
22.7,-0.12
23,-0.14
23.3,-0.14
23.5,-0.15
23.8,-0.15
24.1,-0.14
24.4,-0.14
24.7,-0.15
25,-0.14
25.2,-0.14
25.6,-0.14
25.8,-0.14
26.2,-0.14
26.5,-0.14
26.7,-0.15
27,-0.15
27.3,-0.14
27.5,-0.04
27.9,0.39
28.1,0.78
28.5,1.09
28.8,1.3
29,1.5
29.3,1.73
29.6,2
29.9,2.23
30.2,2.48
30.4,2.64
30.8,2.82
31,3
31.3,3.18
31.6,3.31
31.9,3.42
32.1,3.58
32.5,3.65
32.7,3.9
33.1,4
33.3,4.13
33.5,4.28
33.9,4.37
34.2,4.46
34.4,4.53
34.8,4.61
35,4.59
35.3,4.46
35.6,4.3
35.8,4.14
36.2,4
36.5,3.84
36.7,3.62
37.1,3.39
37.3,3.15
37.6,2.94
37.9,2.71
38.1,2.46
38.5,2.27
38.8,2.06
39,1.84
39.4,1.62
39.6,1.43
39.9,1.2
40.1,0.99
40.5,0.8
40.8,0.58
41.1,0.39
41.3,0.21
41.6,0.03
41.9,-0.06
42.1,-0.12
42.5,-0.14
42.8,-0.14
43,-0.15
43.3,-0.14
43.6,-0.15
43.9,-0.14
44.2,-0.14
44.4,-0.14
44.7,-0.12
45,-0.04
45.3,0.01
45.6,0.12
45.8,0.27
46.1,0.48
46.4,0.75
46.7,1.02
47,1.22
47.2,1.41
47.5,1.64
47.8,1.8
48.1,2.08
48.3,2.22
48.7,2.54
48.9,2.77
49.2,2.97
49.5,3.19
49.8,3.42
50.1,3.66
50.4,3.9
50.7,4.11
50.9,4.33
51.3,4.53
51.5,4.72
51.8,4.92
52.1,5.07
52.3,5.16
52.6,5.22
52.9,5.24
53.2,5.29
53.5,5.33
53.8,5.36
54,5.34
54.3,5.26
54.6,5.21
54.9,5.13
55.1,5.01
55.4,4.96
55.7,4.84
56,4.72
56.3,4.59
56.6,4.46
56.8,4.28
57.1,4.11
57.4,3.93
57.7,3.75
57.9,3.56
58.3,3.35
58.5,3.17
58.8,2.92
59.1,2.73
59.3,2.5
59.6,2.28
59.9,2.08
60.2,1.89
60.5,1.7
60.8,1.62
61,1.56
61.3,1.53
61.6,1.47
61.8,1.38
62.1,1.27
62.5,1.22
62.7,1.22
63,1.27
63.3,1.23
63.5,1.4
63.8,1.27
64.2,1.46
64.4,1.53
64.6,1.64
65,1.75
65.3,1.88
65.5,2
65.8,2.15
66.1,2.28
66.3,2.48
66.6,2.65
66.9,2.83
67.1,3.04
67.5,3.25
67.8,3.48
68,3.69
68.3,3.93
68.6,4.18
68.8,4.46
69.1,4.7
69.4,4.92
69.7,5.13
70,5.33
70.2,5.55
70.5,5.76
70.8,5.97
71.1,6.12
71.3,6.33
71.7,6.5
71.9,6.64
72.1,6.78
72.5,6.92
72.7,7.07
72.9,7.16
73.3,7.26
73.5,7.32
73.8,7.41
74.1,7.47
74.3,7.5
74.6,7.51
74.9,7.53
75.1,7.54
75.4,7.51
75.7,7.5
76,7.44
76.3,7.37
76.6,7.33
76.8,7.26
77.1,7.2
77.4,7.13
77.6,7.11
77.9,7.08
78.2,7.02
78.5,6.76
78.8,6.81
79.1,6.75
79.3,6.71
